AED모델명,우편번호(앞자리),우편번호(뒤자리),관리책임자명,관리자연락처,설치기관주소,설치기관전화번호,설치위치,제조사,설치기관명,경도,위도
I-PAD CU-SP1 Plus,11,32,최**,02-******,"서울특별시 강북구 도봉로68길 22, 미아현대아파트 (미아동)",02-945-4065,정문 경비실 옆,씨유메디칼시스템,미아현대아파트,127.025694,37.63114896
CU-SP1,46,26,최**,010********,"서울특별시 중구 퇴계로36가길 60, 필동어린이집 (필동2가)",02-2274-2268,1층 복도,씨유메디칼,필동어린이집,126.9954784,37.55769291
CU-SP1,45,6,백**,02-******,"서울특별시 중구 중림로 21 (중림동, 더플레이스충정로)",02--313-4270,경비실 로비,씨유메디칼,더플레이스충정로,126.9660682,37.55898079
I-PAD CU-SP1,43,92,유**,010********,서울특별시 용산구 장문로 9 (이태원동),02-798-8543,현장사무실,(주)씨유메디칼시스템,현대건설유엔사부지복합개발신축공사현장,126.9923295,37.5292272
I-PAD CU-SP1,43,92,유**,010********,서울특별시 용산구 장문로 9 (이태원동),02-798-8543,1번 게이트,(주)씨유메디칼시스템,현대건설유엔사부지복합개발신축공사현장,126.9919222,37.52954253
I-PAD CU-SP1,43,92,유**,010********,서울특별시 용산구 장문로 9 (이태원동),02-798-8543,협력사 사무실 앞,(주)씨유메디칼시스템,현대건설유엔사부지복합개발신축공사현장,126.9930308,37.53078598
I-PAD CU-SP1,43,92,유**,010********,서울특별시 용산구 장문로 9 (이태원동),02-798-8543,4번 게이트,(주)씨유메디칼시스템,현대건설유엔사부지복합개발신축공사현장,126.9935286,37.53137166
I-PAD CU-SP1,43,66,최**,010********,서울특별시 용산구 원효로 154 (원효로3가),010-3180-1280,편의점 내,(주)씨유메디칼시스템,CU원효대로점,126.9604217,37.53442392
I-PAD CU-SP1,43,15,김**,010********,서울특별시 용산구 원효로90길 16 (원효로1가),010-6792-6809,편의점 내,(주)씨유메디칼시스템,CU편의점용산열정도점,126.9696942,37.53959066
I-PAD CU-SP1,43,73,신**,02-*******,"서울특별시 용산구 청파로 46, 한통빌딩 (한강로3가)",02-3284-8111,편의점 내,(주)씨유메디칼시스템,세븐일레븐한강로점,126.9565545,37.53192877
I-PAD CU-SP1,43,85,민**,02-*******,"서울특별시 용산구 서빙고로 67, B2층 (용산동5가, 파크타워)",02-3284-8475,세븐일레븐 편의점 내,(주)씨유메디칼시스템,세븐일레븐용산파크점,126.9704127,37.52486281
NT-381.O,85,98,원**,802****,"서울특별시 금천구 한내로 69-17, 독산1동분소, 신독산 치안센터 (독산동)",02-2104-5759,주민센터2층,(주)나눔테크,독산1동주민센터분소,126.8877829,37.45794127
CU-SP1 Plus,14,5,조**,02-*******,"서울특별시 도봉구 노해로 313, 북부교육청 (창동)",02-3499-6905,1층 중앙현관,㈜씨유메디칼,서울북부교육지원청,127.0433589,37.6516647
CU-SP1 Plus,14,5,조**,02-*******,"서울특별시 도봉구 노해로 313, 북부교육청 (창동)",02-3499-6905,4층 대강당 복도,㈜씨유메디칼,서울북부교육지원청,127.0433589,37.6516647
CU-SP1 Plus,14,0,김**,010********,"서울특별시 도봉구 도봉로136나길 20, 창5동 주민센터 (창동)",02-2091-5778,1층 민원실 앞,㈜씨유메디칼,창5동주민센터,127.0435868,37.65633441
HeartOn A15-G4,31,72,부**,02-******,"서울특별시 종로구 세종대로 지하175, 세종이야기 (세종로)",23991545,S씨어터로비,메디아나,세종문화회관,126.9768172,37.57218604
HeartOn A15-G4,31,72,부**,02-******,"서울특별시 종로구 세종대로 지하175, 세종이야기 (세종로)",23991545,사무동로비,메디아나,세종문화회관,126.9768172,37.57218604
HeartOn A15-G4,31,72,부**,02-******,"서울특별시 종로구 세종대로 지하175, 세종이야기 (세종로)",23991545,충무공이야기,메디아나,세종문화회관,126.9768172,37.57218604
Heart Guardian HR-501,31,72,부**,02-******,"서울특별시 종로구 세종대로 지하175, 세종이야기 (세종로)",23991545,예술동1층보안데스크,라디안,세종문화회관,126.9768172,37.57218604
HR-501스탠드형세트,30,59,최**,02-*******,서울특별시 종로구 북촌로 18 (재동),02-6320-8482,한식문화공간이음3층,라디안큐바이오,한식진흥원,126.9858387,37.57841064
CU-SP1 Plus,13,81,김**,010********,"서울특별시 도봉구 노해로 147, 쌍문1동주민센터 (쌍문동)",02-2091-5522,1층 출입구 앞,㈜씨유메디칼,쌍문1동주민센터,127.0260513,37.64803784
CU-SP1 Plus,13,78,이**,02-******,"서울특별시 도봉구 우이천로 360, 쌍문초등학교 (쌍문동)",02-992-5672,1층 보건실 옆 복도,㈜씨유메디칼,서울쌍문초등학교,127.0242911,37.64836383
CU-SP1 Plus,13,1,권**,02-******,"서울특별시 도봉구 평화로15번길 9-26, 서울도솔학교 (도봉동)",02-955-0523,교무실 1층,㈜씨유메디칼,서울도솔학교,127.0424767,37.6948405
CU-SP1 Plus,13,16,김**,02-******,"서울특별시 도봉구 시루봉로 173, 신방학초등학교 (방학동)",02-955-0935,1층 중앙현관,㈜씨유메디칼,서울신방학초등학교,127.0289181,37.66668425
CU SP1-PLUS,77,24,이**,010********,"서울특별시 강서구 초록마을로 121 (화곡동, 태창네스트힐아파트)",02-2694-8408,태창네스트힐아파트 102동 1층(1.2라인과 2.3호라인 사이),씨유메디칼,태창네스트힐아파트,126.8506789,37.53744785
i-PAD CU-SP1 Plus,20,78,고**,02-*******,"서울특별시 중랑구 상봉중앙로8길 104 (상봉동, 태영데시앙아파트)",02-3422-1925,관리실,(주)씨유메디칼시스템,태영데시앙아파트,127.0936351,37.60254508
CU-SP1 Plus,13,14,김**,02-*******,"서울특별시 도봉구 시루봉로17길 42, 도봉방아골종합사회복지관 (방학동)",02-3491-0500,1층 로비,㈜씨유메디칼,방아골종합사회복지관,127.0326388,37.66931252
i-PAD CU-SP1 Plus,20,22,김**,02-*******,"서울특별시 중랑구 신내로23길 57, 원묵중학교 (묵동)",02-2094-9875,B동 2층 보건실 앞,(주)씨유메디칼시스템,원묵중학교,127.0845539,37.61784163
i-PAD CU-SP1 Plus,22,45,이**,2,"서울특별시 중랑구 면목로23길 20, 중곡초등학교 (면목동)",02-2209-2543,중앙현관 1층,(주)씨유메디칼시스템,중곡초등학교,127.083439,37.57489173
CU-SP1 Plus,27,97,주**,926******,"서울특별시 성북구 종암로 98-8, 종암동주민센터 (종암동)",02-2241-5520,찾동차량 26다2302,(주)씨유메디칼시스템,종암동주민센터,127.034709,37.59898046
CU-SP1 Plus,13,30,이**,02-*******,"서울특별시 도봉구 마들로 668, 도봉2동주민센터(도봉서원종합복지관) (도봉동)",234944755,6층 사무실,㈜씨유메디칼,도봉서원종합사회복지관,127.046534,37.66967564
CU-SP1 Plus,26,9,이**,02-*******,"서울특별시 동대문구 답십리로 210-3, 동대문구체육관 (답십리동)",02-2247-9611,1층 접수처 앞,씨유메디칼시스템,동대문구체육관,127.0639537,37.57228767
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,11층 사무동EV홀,(주)나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
CU-SPRC,63,67,이**,010********,"서울특별시 강남구 광평로 280, 로즈데일오피스텔 (수서동)",02-451-6123,지하1층 고객센터 앞,씨유메디칼,(주)이마트 수서점,127.1031081,37.48731916
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,10층 사무동EV홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,9층 사무동EV홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,8층 사무동EV홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,7층 사무동EV홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,9층 백화점 EV3호기홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,5층 백화점 EV3호기홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,4층 백화점 EV3호기홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,B1층 백화점 중앙EC홀,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
ReHeart NT-381.C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) (목동)",02-6678-9563,B4층 자회사 시설사무실,㈜나눔테크,(주)중소기업유통센터,126.8760086,37.52914353
i-PAD CU-SP1 Plus,80,21,김**,260*****,"서울특별시 양천구 목동로11길 46, 서울영상고등학교 (신정동)",02-2602-7121,5층 보건실 앞,CU,서울영상고등학교,126.8602935,37.52330444
CU-SP1 Plus,79,85,김**,264*****,"서울특별시 양천구 안양천로 1039, 양정중학교.양정고등학교 (목동)",26484013,본관 1층 중앙복도,씨유메디칼시스템,양정고등학교,126.8877343,37.53539226
CU-SP1 Plus,80,94,김**,010********,"서울특별시 양천구 목동서로 367, 양천문화회관 (신정동)",02-2021-8904,양천문화회관 본관1층 정문 열고 진입 후 오른쪽,씨유메디칼,양천문화회관,126.863123,37.51648005
CU-SP1 Plus,80,94,김**,010********,"서울특별시 양천구 목동서로 367, 양천문화회관 (신정동)",02-2021-8904,양천문화회관  별관 1 층 엘리베이터 왼쪽,씨유메디칼,양천문화회관,126.86334,37.51652093
CU-SP1 Plus,80,13,이**,02-*******,서울특별시 양천구 목동동로 155 (신정동),02-3146-3846,4층 체력단련실,씨유메디칼시스템,서울강서수도사업소,126.8698777,37.51953649
CU-SP1 Plus,80,13,이**,02-*******,서울특별시 양천구 목동동로 155 (신정동),02-3146-3846,1층 민원실,씨유메디칼시스템,서울강서수도사업소,126.8698777,37.51953649
CU-SP1 plus,63,6,배**,571****,"서울특별시 강남구 개포로 261, 개포파출소 (개포동)",02-571-0112,개포지구대 1층,(주)씨유메디칼시스템,개포지구대,127.0511676,37.47977839
CU-SP1 plus,60,12,송**,010********,"서울특별시 강남구 압구정로79길 26, 청담동주민센터 (청담동)",1087513933,주민센터 1층 현관,(주)씨유메디칼시스템,청담동주민센터,127.0492911,37.52509211
HeartStart HS1,39,25,이**,02-******,"서울특별시 마포구 성암로 267, (주)문화방송 (상암동)",27892245,방송센터 3층 누드엘리베이터 앞,필립스,문화방송(mbc),126.890989,37.58112342
HeartStart HS1,39,25,이**,02-******,"서울특별시 마포구 성암로 267, (주)문화방송 (상암동)",27892245,방송센터 7층 누드엘리베이터 앞,필립스,문화방송(mbc),126.890989,37.58112342
CU SP1-PLUS,76,18,정**,010********,"서울특별시 강서구 방화대로 241, 공항중학교 공항스포렉스 (공항동)",010-4418-2573,수영장 탈의실 앞,씨유메디칼,공항스포렉스,126.8160169,37.56239404
CU SP1-PLUS,76,0,이**,010********,"서울특별시 강서구 공항대로 103 (마곡동, 마곡 엠밸리 9단지)",02-2664-1107,택배정수기 옆,씨유메디칼,GS25마곡9단지점,126.8191654,37.5622651
HeartOn A15-G4,27,2,정**,912****,"서울특별시 성북구 솔샘로25길 28 (정릉동, 정릉풍림아이원)",02-919-5547,119동 관리동,(주)메디아나,풍림아이원아파트,127.0069619,37.61857737
I-PAD CU-SP1 Plus,10,12,민**,02-*******,"서울특별시 강북구 4.19로 74, 시립강북청소년센터 (수유동)",02-6715-6616,지하1층 안내데스크 오른쪽 벽,씨유메디칼,시립강북청소년센터,127.0064058,37.64598909
CU-SP1,45,92,최**,02-*******,"서울특별시 중구 매봉18길 111, 대경중고등학교 (신당동)",222350798,4층 보건실 앞,씨유메디칼,대경중학교,127.0169792,37.55637326
NT-381.C,24,42,이**,960****,"서울특별시 동대문구 이문로12길 3-10, 래미안이문2차아파트 (이문동, 래미안이문2차아파트)",02-960-0425,관리사무소 앞,나눔테크,래미안이문2차아파트,127.0614052,37.59361923
NT-381.C,24,9,김**,011********,서울특별시 동대문구 신이문로 27 (이문동),2127-5349,4층,나눔테크,동대문 구민건강증진센터,127.065295,37.60315837
NT-381.C,26,12,정**,221*****,"서울특별시 동대문구 한천로11길 10-1 (답십리동, 동아아파트)",22155957,관리동 1층,나눔테크,답십리동아아파트(분양),127.0614328,37.56858061
CU-SP1 plus,61,87,조**,010********,"서울특별시 강남구 영동대로65길 24, 대치2동주민센터 (대치동)",02-3423-8414,청사 내,(주)씨유메디칼시스템,대치2동주민센터,127.0641877,37.50230433
CU-SP1 plus,60,66,송**,010********,"서울특별시 강남구 학동로67길 11, 청담2문화센터 (청담동)",221760839,청담평생학습관,(주)씨유메디칼시스템,청담평생학습관(구 청담2문화센터),127.0464409,37.51909871
저출력심장충격기,60,5,이**,010********,"서울특별시 강남구 압구정로29길 57 (압구정동, 현대아파트)",02-542-0977,관리사무실,(주)씨유메디칼시스템,압구정현대2단지아파트,127.0269367,37.5312338
CU-SP1 plus,60,83,박**,02-***********,"서울특별시 강남구 영동대로112길 4, 삼성1파출소 (삼성동)",02-511-5049,상황데스크 앞,(주)씨유메디칼시스템,삼성1파출소,127.0591593,37.51703108
SAM350,13,0,정**,02-******,서울특별시 도봉구 도봉산길 86-3 (도봉동),02-954-2566,도봉분소드론2,Heartsine,국립공원도봉분소드론,127.0348714,37.68807792
NT-381.C,26,41,박**,221*****,"서울특별시 동대문구 장한로14길 81 (장안동, 래미안 장안아파트)",22175384,관리사무실 앞,나눔테크,장안래미안1차아파트(분양),127.0721804,37.56681812
i-PAD CU-SP1 Plus,80,88,도**,321*****,"서울특별시 양천구 신월로 390, 서울남부지방검찰청 (신정동)",02-3219-4680,민원안내실 뒷편,㈜씨유메디칼시스템,서울남부지방검찰청,126.8646965,37.5217266
CU-SP1 Plus,13,19,이**,010********,"서울특별시 도봉구 도봉로180길 83-14 (도봉동, 주공아파트)",02-954-6776,관리소 앞 복도,㈜씨유메디칼,도봉주공아파트,127.0506625,37.68260659
CU-SP1 Plus,16,93,배**,02-*******,"서울특별시 노원구 상계로 69-1, 노원역 4호선 (상계동)",02-6110-4111,대합실,(주)씨유메디칼시스템,노원역4호선,127.0626393,37.65645575
CU-SP1 Plus,16,89,김**,010********,"서울특별시 노원구 동일로 지하1409, 노원역 7호선 (상계동)",02-6311-7130,지하2층 대합실,(주)씨유메디칼시스템,노원역7호선,127.0605174,37.65469472
CU-SP1 Plus,16,63,신**,02-*******,"서울특별시 노원구 상계로 182, 상계역 (상계동)",02-6110-4101,2층 화장실 가기전 발매기 옆 비치,(주)씨유메디칼시스템,상계역,127.0735754,37.66090389
CU-SP1 Plus,16,34,나**,02-*******,"서울특별시 노원구 상계로 305, 당고개역 (상계동)",02-6110-4090,지상2층 고객안전실 앞,(주)씨유메디칼시스템,당고개역,127.0790112,37.67029264
CU-SP1 Plus,17,36,문**,02-******,"서울특별시 노원구 중계로 155, 불암고등학교 (중계동)",02-936-7500,불암고등학교 1층 중앙,(주)씨유메디칼시스템,불암고등학교,127.0803058,37.64915853
CU-SP1 Plus,16,72,이**,02-*******,"서울특별시 노원구 한글비석로 506, 청원초,청원중,청원고,청원여고 (상계동)",02-3399-7725,청원고등학교 중앙현관,(주)씨유메디칼시스템,청원고등학교,127.0625329,37.66525155
CU-SP1 Plus,17,73,박**,070********,"서울특별시 노원구 섬밭로 299, 서울아이티고등학교 (중계동)",070-7606-4878,1층 중앙 현관,(주)씨유메디칼시스템,서울아이티고등학교,127.0624493,37.64241844
CU-SP1,46,21,박**,02-***,"서울특별시 중구 장충단로 59, 국립극장 (장충동2가)",02-2280-4114,하늘극장 매표소,씨유메디칼,국립중앙극장,126.9992673,37.55199491
CU-SP1,46,21,박**,02-***,"서울특별시 중구 장충단로 59, 국립극장 (장충동2가)",02-2280-4114,하늘극장 분장실 입구,씨유메디칼,국립중앙극장,126.9992673,37.55199491
CU-SP1,46,21,박**,02-***,"서울특별시 중구 장충단로 59, 국립극장 (장충동2가)",02-2280-4114,달오름극장 지층,씨유메디칼,국립중앙극장,126.9992673,37.55199491
CU-SP1,46,21,박**,02-***,"서울특별시 중구 장충단로 59, 국립극장 (장충동2가)",02-2280-4114,달오름극장 객석2층,씨유메디칼,국립중앙극장,126.9992673,37.55199491
CU-SP1,46,21,박**,02-***,"서울특별시 중구 장충단로 59, 국립극장 (장충동2가)",02-2280-4114,뜰아래 1층,씨유메디칼,국립중앙극장,126.9992673,37.55199491
CU-SP1 Plus,17,85,김**,02-******,"서울특별시 노원구 공릉로 438, 대진여자고등학교 (중계동)",02-979-2327,중앙 현관,(주)씨유메디칼시스템,대진여자고등학교,127.0671966,37.64612482
Heart Guardian HR-501,52,24,김**,010********,"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움)",02-442-9265,1블럭 커뮤니티센터 헬스장 출입문 앞 벽면,㈜라디안큐바이오,고덕그라시움아파트,127.1591765,37.55617709
Heart Guardian HR-501,52,24,김**,010********,"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움)",02-442-9265,2블럭 커뮤니티센터 운영사무실 출입문 안,㈜라디안큐바이오,고덕그라시움아파트,127.1591765,37.55617709
Heart Guardian HR-501,52,24,김**,010********,"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움)",02-442-9265,2블럭 커뮤니티센터 수영장 내 사무실,㈜라디안큐바이오,고덕그라시움아파트,127.1591765,37.55617709
CU-SP1 Plus,24,70,이**,02-******,서울특별시 동대문구 홍릉로 81 (청량리동),02-963-1621,2층,씨유메디칼시스템,동대문구 치매안심센터,127.0427076,37.58751632
CU-SP1 Plus,28,80,김**,747******,"서울특별시 성북구 성북로 37, 성북동 주민센터 (성북동1가)",02-2241-5000,찾동차량(26다2193),(주)씨유메디칼시스템,성북동주민센터,127.1560882,37.55364418
CU-SP1 Plus,13,18,윤**,02-*******,"서울특별시 도봉구 마들로 849, 누원고등학교 (도봉동)",02-3491-1428,2층 체육관 앞 벽면,㈜씨유메디칼,누원고등학교,127.0499327,37.68556896
CU-SP1 Plus,83,1,윤**,010********,"서울특별시 구로구 가마산로25길 21, 구로구민회관 (구로동)",02-2029-1759,1층 로비,씨유메디칼시스템,구로구민회관,126.8895491,37.49710269
CU-SP1 Plus,14,11,장**,02-******,"서울특별시 도봉구 마들로13길 166, 자운초등학교 (창동)",02-908-0385,보건실 앞 복도,㈜씨유메디칼,서울자운초등학교,127.0470176,37.65805568
CU-SP1 Plus,83,64,박**,010********,"서울특별시 구로구 천왕로 29 (천왕동, 천왕 이펜하우스 4단지)",02-2611-3433,방재실,씨유메디칼시스템,천왕이펜하우스4단지아파트,126.8385945,37.48080098
CU-SP1 Plus,13,30,김**,010********,"서울특별시 도봉구 마들로 668, 도봉2동주민센터(도봉서원종합복지관) (도봉동)",02-2091-5828,상담실 내,㈜씨유메디칼,도봉2동주민센터,127.046534,37.66967564
CU-SP1 Plus,13,5,정**,02-*******,"서울특별시 도봉구 도봉로175길 10, 도봉1동복합보육시설 (도봉동)",02-3492-0078,3층 도서관,㈜씨유메디칼,무수골 도서관,127.0428723,37.68298962
CU SP1 Plus,47,51,김**,010********,"서울특별시 성동구 왕십리로 지하300, 왕십리역 (행당동)",02-6110-2081,왕십리(2)역 외선4-3,(주)씨유메디컬시스템,2호선 왕십리역,127.0366554,37.56122174
CU SP1 Plus,47,51,김**,010********,"서울특별시 성동구 왕십리로 지하300, 왕십리역 (행당동)",02-6110-2081,왕십리(2)역 내선2-4,(주)씨유메디컬시스템,2호선 왕십리역,127.0366554,37.56122174
NT-381.O,47,97,조**,010********,"서울특별시 성동구 아차산로13길 11, 무신사 N1 (성수동2가)",010-9601-8509,10층 보건실,(주)나눔테크,(주)무신사,127.0605176,37.54446381
CU-SP1 Plus,13,0,이**,02-*******,"서울특별시 도봉구 도봉산길 92-3, 도봉구조대 (도봉동)",070-7758-3040,체험관 내부,㈜씨유메디칼,별별모험놀이터,127.0396326,37.68217285
CU-SP1 plus,14,14,김**,02-*******,서울특별시 도봉구 노해로 383 (창동),02-3492-3009,도봉구 노해로 383 5층,(주)씨유메디칼,도봉시니어클럽,127.0507311,37.65258382
CU-SP1 Plus,37,71,양**,02-******,"서울특별시 서대문구 북아현로1길 24, 한성중?고등학교 (북아현동)",02-365-4943,교무실,씨유메디칼,한성중학교,126.9541402,37.56012741
CU-SP1 Plus,37,90,이**,02-******,"서울특별시 서대문구 수색로 100-75, 가재울중학교 (북가좌동)",02-726-1702,보건실 옆,씨유메디칼,가재울중학교,126.9099742,37.57509835
CU-SP1 Plus,36,29,김**,02-*******,"서울특별시 서대문구 세무서길 11, 서대문세무서 (홍제동)",02-2287-4245,1층 민원실 내부 데스크 아래,씨유메디칼,서대문세무서,126.9452567,37.5886876
CU-SP1 Plus,36,18,임**,02-******,"서울특별시 서대문구 세검정로 78-19, 홍제배드민턴장 (홍제동)",02-379-9921,내부 벽면,씨유메디칼,홍제배드민턴장,126.9490245,37.59518733
CU-SP1 Plus,37,80,신**,02-*******,"서울특별시 서대문구 신촌역로 13, 세오빌딩 1층 (대현동)",02-3442-8742,편의점 내,씨유메디칼,세븐일레븐이대1호점,126.9425682,37.55781679
CU-SP1 Plus,57,86,정**,02-*******,"서울특별시 송파구 송이로31길 56 (문정동, 문정시영아파트)",02-2147-3392,시영아파트 앞 장지근긴공원 화장실 앞,(주)씨유메디칼,장지근린공원,127.136279,37.48934472
CU-SP1 Plus,27,24,박**,915****,"서울특별시 성북구 길음로 74 (길음동, 길음뉴타운)",02-915-4355,512동 앞 관리사무소 앞,(주)씨유메디칼시스템,길음뉴타운SH빌 5단지,127.0210339,37.60928966
I-PAD CU-SP1 Plus,11,28,김**,02-******,"서울특별시 강북구 도봉로 290 (미아동, 수유역푸르지오시티)",02-945-2417,1층 1-12호 전용출입문 앞,씨유메디칼시스템,수유역푸르지오시티관리단,127.0237738,37.63420343
I-PAD CU-SP1 Plus,11,28,김**,02-******,"서울특별시 강북구 도봉로 290 (미아동, 수유역푸르지오시티)",02-945-2417,1층 경비실 옆,씨유메디칼시스템,수유역푸르지오시티관리단,127.0237738,37.63420343
I-PAD CU-SP1 Plus,11,18,장**,010********,"서울특별시 강북구 도봉로 243, 중앙빌딩 4층 (미아동)",02-999-1366,사무실 창문 쪽 서랍장 위,씨유메디칼시스템,사랑나눔요양원,127.0242998,37.63013177
I-PAD CU-SP1 Plus,10,73,이**,010********,"서울특별시 강북구 도봉로 313, 효성 인텔리안 오피스텔 (수유동)",02-904-4605,1층 방재실 앞,씨유메디칼시스템,효성인텔리안오피스텔,127.0234619,37.63644046
I-PAD CU-SP1 Plus,11,36,서**,010********,"서울특별시 강북구 한천로 936 (번동, 센트로힐)",02-902-0002,경비실 안,씨유메디칼시스템,센트로힐,127.0361264,37.63460664
CU-SP1 Plus,24,9,김**,010********,"서울특별시 동대문구 신이문로 27-5, 이문2동 주민센터 (이문동)",21716502,1층 작은도서관,씨유메디칼시스템,이문2동주민센터,127.0651039,37.60337606
I-PAD CU-SP1 Plus,10,27,이**,010********,"서울특별시 강북구 인수봉로 298, 인수유치원 (수유동)",02-995-2277,1층 신발장 옆,씨유메디칼시스템,대안교육기관삼각산재미난,127.0108819,37.64540501
HeartGuardianHR-503(KT),31,84,조**,02-*******,"서울특별시 종로구 새문안로 58, LG광화문빌딩 (신문로2가)",02-3771-2189,지상5층E/V홀,(주)라디안큐바이오,LX판토스,126.9715805,37.56927504
HeartGuardianHR-503(KT),31,84,조**,02-*******,"서울특별시 종로구 새문안로 58, LG광화문빌딩 (신문로2가)",02-3771-2189,지상4층E/V홀,(주)라디안큐바이오,LX판토스,126.9715805,37.56927504
CU-SP1 Plus,24,62,강**,010********,"서울특별시 동대문구 제기로33길 25, 동대문노인종합복지관, 청소년수련관 (청량리동)",963-0565,1층 로비,씨유메디칼시스템,동대문노인종합복지관,127.0498265,37.58724134
I-PAD CU-SP1 Plus,10,6,최**,070******,"서울특별시 강북구 삼양로155길 37-9, 서라벌중학교 (우이동)",070-8280-4652,1층 출입문 우측 기둥 전면,씨유메디칼시스템,서라벌중학교,127.0108454,37.65678939
HeartGuardianHR-503(KT),31,84,조**,02-*******,"서울특별시 종로구 새문안로 58, LG광화문빌딩 (신문로2가)",02-3771-2189,지상3층E/V홀,(주)라디안큐바이오,LX판토스,126.9715805,37.56927504
CU-SP1 Plus,24,62,강**,010********,"서울특별시 동대문구 제기로33길 25, 동대문노인종합복지관, 청소년수련관 (청량리동)",963-0565,3층 로비,씨유메디칼시스템,동대문노인종합복지관,127.0498265,37.58724134
HeartGuardianHR-503(KT),31,84,조**,02-*******,"서울특별시 종로구 새문안로 58, LG광화문빌딩 (신문로2가)",02-3771-2189,지상2층E/V홀,(주)라디안큐바이오,LX판토스,126.9715805,37.56927504
I-PAD CU-SP1 Plus,10,0,김**,02-******,서울특별시 강북구 삼양로181길 26-148 (우이동),02-997-9997,정문 출입문 옆(교육실 앞),씨유메디칼시스템,청자가마터체험장,127.0113092,37.66676132
NT-381.C,25,32,박**,02-*******,"서울특별시 동대문구 사가정로 148 (전농동, 전농 SK아파트)",02-2216-5318,관리사무소 입구,나눔테크,전농sk아파트(분양),127.0603382,37.57625314
CU-SP1 Plus,65,44,김**,010********,"서울특별시 서초구 사평대로 273, 반포1동 주민센터 2층 (반포동)",2155-7585,민원실,씨유메디칼,반포1동주민센터,127.0133786,37.50509404
NT-381.C,25,21,박**,221*****,"서울특별시 동대문구 장안벚꽃로1길 7 (장안동, 장안 힐스테이트)",22146537,보안실,나눔테크,장안힐스테이트,127.0745726,37.5763379
CU-SP1 plus,61,64,이**,02-*******,"서울특별시 강남구 영동대로 513, 코엑스 (삼성동)",260001278,1층 센터 데스크 앞,(주)씨유메디칼시스템,코엑스치안센터,127.059159,37.51182391
CU-SP1 plus,62,40,박**,02-*******,"서울특별시 강남구 테헤란로8길 36, 강남문화원 (역삼동)",234541517,문화원 휴게공간,(주)씨유메디칼시스템,강남문화원,127.0271805,37.51384871
CU-SP1 plus,60,97,오**,010********,"서울특별시 강남구 봉은사로 419, 삼성2동주민센터 (삼성동)",1041257314,삼성2동 문화센터 6층,(주)씨유메디칼시스템,삼성2동주민센터,127.0459769,37.51120727
AED-3100,68,5,성**,349*****,"서울특별시 서초구 양재대로12길 74, 서울추모공원 (원지동)",02-3498-2520,2층 로비,니혼코덴코리아,추모공원,127.0428112,37.45203345
CU-SP1 plus,60,6,장**,02-******,"서울특별시 강남구 압구정로 311, 압구정파출소 (압구정동)",25115061,압구정 파출소 내,(주)씨유메디칼시스템,압구정파출소,127.0356144,37.52934732
CU-SP1 plus,63,38,이**,341*****,"서울특별시 강남구 일원로3길 35, 일원파출소 (일원동)",34110112,일원지구대 1층 내부,(주)씨유메디칼시스템,일원지구대,127.0727253,37.4870175
AED-3100,62,97,박**,010********,"서울특별시 강남구 남부순환로 2748, 아성(ASUNG) (도곡동)",02-405-0800,1층 고객만족실 옆,니혼코덴,주식회사아성다이소,127.0471989,37.48661527
